putfile_dbztenkaichi,putfile_bui,callout_mouss,callout_pneumatic,callout_Turn-Table,callout_luckeymonkey,battleclip_daq,callout_azeem,callout_mcld,callout_adiao
46.9260771,49.93632653,,,,,42.67142857,30.09378685,,
46.99138322,50.10408163,,,,,42.79897959,30.16489796,,
47.08571429,50.28367347,,,,,42.91836735,30.24689342,,
47.1568254,50.46965986,,,,,43.0255102,30.34848073,,
47.24099773,50.63877551,,,,,43.19782313,30.45378685,,
47.39428571,50.80204082,,,,,43.31836735,30.55746032,,
47.58857143,51.0122449,,,,,43.41836735,30.6554195,,
47.72861678,51.1629932,,,,,43.71530612,31.35573696,,
47.78086168,51.22612245,,,,,43.85306122,31.56226757,,
47.88734694,51.26965986,,,,,43.97244898,31.75283447,,
48.04571429,51.39482993,,,,,44.07040816,31.92743764,,
48.19156463,51.60204082,,,,,44.16798186,32.12997732,,
48.36571429,51.77959184,,,,,44.27857143,32.31564626,,
48.40344671,51.98258503,,,,,44.38639456,32.50503401,,
48.5384127,52.16122449,,,,,44.42702948,32.75102041,,
48.71328798,52.34897959,,,,,44.73460317,33.05287982,,
48.89714286,52.5122449,,,,,44.9122449,,,
49.02312925,52.70857143,,,,,45.02857143,,,
49.0739229,52.77170068,,,,,45.06857143,,,
49.20653061,52.84571429,,,,,45.35746032,,,
49.38204082,52.93823129,,,,,45.68380952,,,
49.49768707,53.15482993,,,,,46.0030839,,,
49.65587302,53.32142857,,,,,46.15183673,,,
49.72163265,53.48136054,,,,,46.31437642,,,
49.86195011,53.70408163,,,,,46.44571429,,,
50.04426304,53.9,,,,,46.62755102,,,
50.21460317,54.07653061,,,,,46.94204082,,,
50.28281179,54.24326531,,,,,47.22938776,,,
50.37714286,54.46095238,,,,,47.4,,,
50.430839,54.60970522,,,,,47.55510204,,,
50.5106576,54.6953288,,,,,47.62702948,,,
50.59192744,54.80816327,,,,,47.86632653,,,
50.65578231,55.0029932,,,,,48.05659864,,,
50.75011338,55.22213152,,,,,48.52970522,,,
51.29142857,55.29396825,,,,,48.6799093,,,
51.38031746,55.37814059,,,,,48.84172336,,,
51.97641723,55.4492517,,,,,48.97814059,,,
52.19845805,55.57346939,,,,,49.15408163,,,
52.34648526,55.76562358,,,,,49.33006803,,,
52.45678005,55.9847619,,,,,49.47301587,,,
52.63092971,56.18213152,,,,,49.62975057,,,
52.8123356,56.25614512,,,,,49.75746032,,,
52.97052154,56.35408163,,,,,49.93673469,,,
53.13886621,56.56707483,,,,,49.98675737,,,
53.32897959,56.7,,,,,50.24489796,,,
53.48426304,56.87959184,,,,,50.41836735,,,
53.58439909,57.07755102,,,,,50.57346939,,,
53.71646259,57.25895692,,,,,50.65510204,,,
53.82240363,57.48979592,,,,,50.72244898,,,
53.9907483,57.63047619,,,,,50.79489796,,,
54.16489796,57.74897959,,,,,50.8744898,,,
54.31873016,57.88571429,,,,,50.94081633,,,
54.47836735,58.03469388,,,,,51.02959184,,,
54.64380952,58.18367347,,,,,51.18163265,,,
54.87891156,58.31632653,,,,,51.32346939,,,
55.12997732,58.47142857,,,,,51.47040816,,,
55.3352381,58.58979592,,,,,51.64591837,,,
56.05151927,58.73673469,,,,,51.80734694,,,
56.27501134,58.88145125,,,,,51.94387755,,,
56.53333333,59.02222222,,,,,52.10408163,,,
56.74204082,59.15306122,,,,,52.24897959,,,
56.92952381,59.31020408,,,,,52.40204082,,,
57.01950113,59.43469388,,,,,52.4553288,,,
57.3692517,59.56938776,,,,,52.71428571,,,
58.68961451,59.71301587,,,,,52.90102041,,,
59.38802721,59.8552381,,,,,53.0622449,,,
59.81405896,59.97142857,,,,,53.13265306,,,
60.95646259,60.10204082,,,,,53.18877551,,,
61.17297052,60.24081633,,,,,53.27142857,,,
63.56154195,60.38571429,,,,,53.33469388,,,
,60.53877551,,,,,53.41122449,,,
,60.67959184,,,,,53.48979592,,,
,60.80612245,,,,,53.65102041,,,
,60.94285714,,,,,53.80102041,,,
,61.09460317,,,,,53.95204082,,,
,61.22811791,,,,,54.10612245,,,
,61.35510204,,,,,54.25197279,,,
,61.50408163,,,,,,,,
,61.61020408,,,,,,,,
,61.74897959,,,,,,,,
,61.88877551,,,,,,,,
,62.02346939,,,,,,,,
,62.14081633,,,,,,,,
,62.26530612,,,,,,,,
,62.41836735,,,,,,,,
,62.57346939,,,,,,,,
,62.70408163,,,,,,,,
,62.83469388,,,,,,,,
,62.95918367,,,,,,,,
,63.10204082,,,,,,,,
,63.23979592,,,,,,,,
,63.36326531,,,,,,,,
,63.49591837,,,,,,,,
,63.65306122,,,,,,,,
,63.77346939,,,,,,,,
,63.91020408,,,,,,,,
,64.04081633,,,,,,,,
,64.17346939,,,,,,,,
,64.30408163,,,,,,,,
,64.43673469,,,,,,,,
,64.58367347,,,,,,,,
,64.76326531,,,,,,,,
,64.87959184,,,,,,,,
,65.01632653,,,,,,,,
,65.13469388,,,,,,,,
,65.28979592,,,,,,,,
,65.46938776,,,,,,,,
,65.61326531,,,,,,,,
,65.79229025,,,,,,,,
,67.57297052,,,,,,,,
,68.11428571,,,,,,,,
,68.21020408,,,,,,,,
,68.28163265,,,,,,,,
,68.36530612,,,,,,,,
,68.51047619,,,,,,,,
,68.93714286,,,,,,,,
,69.34929705,,,,,,,,
,69.76122449,,,,,,,,
,69.8244898,,,,,,,,
,69.90816327,,,,,,,,
,69.97959184,,,,,,,,
,70.12571429,,,,,,,,
,70.51609977,,,,,,,,
,70.95147392,,,,,,,,
,71.3755102,,,,,,,,
,71.47142857,,,,,,,,
,71.55510204,,,,,,,,
,71.6122449,,,,,,,,
,71.75836735,,,,,,,,
,72.13278912,,,,,,,,
,72.31129252,,,,,,,,
,72.63492063,,,,,,,,
,72.83519274,,,,,,,,
,72.98612245,,,,,,,,
,73.16172336,,,,,,,,
,73.39537415,,,,,,,,
,73.47954649,,,,,,,,
,73.71755102,,,,,,,,
,73.85396825,,,,,,,,
,74.19183673,,,,,,,,
,74.28571429,,,,,,,,
,74.35510204,,,,,,,,
,74.44489796,,,,,,,,
,74.56507937,,,,,,,,
,74.92208617,,,,,,,,
,75.09333333,,,,,,,,
,75.22040816,,,,,,,,
,75.4430839,,,,,,,,
,75.63029478,,,,,,,,
,75.9814966,,,,,,,,
,76.14693878,,,,,,,,
,76.28335601,,,,,,,,
,76.46911565,,,,,,,,
,76.62004535,,,,,,,,
,76.9755102,,,,,,,,
,77.03877551,,,,,,,,
,77.10816327,,,,,,,,
,77.18367347,,,,,,,,
,77.32680272,,,,,,,,
,77.67655329,,,,,,,,
,77.87827664,,,,,,,,
,78.1569161,,,,,,,,
,78.3354195,,,,,,,,
,78.6706576,,,,,,,,
,78.84335601,,,,,,,,
,78.96526077,,,,,,,,
,79.16843537,,,,,,,,
,79.3077551,,,,,,,,
,79.64081633,,,,,,,,
,79.73061224,,,,,,,,
,79.80204082,,,,,,,,
,79.86326531,,,,,,,,
,79.99854875,,,,,,,,
,80.34104308,,,,,,,,
,80.51519274,,,,,,,,
,80.64870748,,,,,,,,
,80.83011338,,,,,,,,
,80.97088435,,,,,,,,
,81.12181406,,,,,,,,
,81.28290249,,,,,,,,
,81.44689342,,,,,,,,
,81.58040816,,,,,,,,
,81.75165533,,,,,,,,
,81.90548753,,,,,,,,
,82.25102041,,,,,,,,
,82.33877551,,,,,,,,
,82.41428571,,,,,,,,
,82.47755102,,,,,,,,
,82.60063492,,,,,,,,
,82.98231293,,,,,,,,
,83.15936508,,,,,,,,
,83.25514739,,,,,,,,
,83.49895692,,,,,,,,
,83.67600907,,,,,,,,
,84.02575964,,,,,,,,
,84.23469388,,,,,,,,
,84.78185941,,,,,,,,
,85.36326531,,,,,,,,
,85.45814059,,,,,,,,
,85.65986395,,,,,,,,
,86.04285714,,,,,,,,
,86.23746032,,,,,,,,
,86.58866213,,,,,,,,
,86.74693878,,,,,,,,
,87.12126984,,,,,,,,
,87.47755102,,,,,,,,
,87.8614059,,,,,,,,
,88.55918367,,,,,,,,
,88.69183673,,,,,,,,
,88.83877551,,,,,,,,
,89.06303855,,,,,,,,
,89.50612245,,,,,,,,
,89.74077098,,,,,,,,
,90.15437642,,,,,,,,
,90.40612245,,,,,,,,
,90.84662132,,,,,,,,
,93.37034014,,,,,,,,
,93.6460771,,,,,,,,
,94.41668934,,,,,,,,
